OrderID,CustomerID,ProductID,Quantity,Date and time of purchase,Delivery time,Delivery Status
4207,16,48,5,2024-07-28 07:57:52,2024-08-03 07:57:52,Delivered
4208,152,20,1,2024-07-27 00:55:40,,Cancelled
4209,148,79,4,2024-06-19 04:33:34,2024-06-23 04:33:34,Delivered
4210,411,26,5,2024-06-10 14:10:40,,Cancelled
4211,128,48,3,2024-06-18 18:26:34,2024-06-23 18:26:34,Delivered
4212,446,45,4,2024-02-20 12:56:29,2024-02-23 12:56:29,Delivered
4213,8,39,1,2024-10-16 13:15:35,2024-10-20 13:15:35,Delivered
4214,191,24,2,2024-03-22 02:52:57,2024-03-29 02:52:57,Delivered
4215,37,18,2,2024-08-01 05:31:01,2024-08-05 05:31:01,Delivered
4216,218,71,2,2024-07-24 09:55:55,2024-07-28 09:55:55,Delivered
4217,345,60,1,2024-04-09 00:58:11,2024-04-16 00:58:11,Delivered
4218,398,79,1,2024-09-04 22:32:11,2024-09-06 22:32:11,Delivered
4219,446,53,4,2024-07-22 21:51:57,,Cancelled
4220,193,61,3,2024-10-08 03:33:42,2024-10-15 03:33:42,Delivered
4221,135,25,2,2024-01-10 10:17:08,,Cancelled
4222,66,64,4,2024-04-19 21:47:33,2024-04-21 21:47:33,Delivered
4223,305,6,3,2024-06-07 03:46:35,2024-06-13 03:46:35,Delivered
4224,314,12,2,2024-05-26 11:29:34,2024-05-31 11:29:34,Delivered
4225,110,60,1,2024-05-30 09:09:27,,Cancelled
4226,314,61,1,2024-08-05 14:52:43,2024-08-11 14:52:43,Delivered
4227,350,24,1,2024-04-26 01:11:52,2024-05-03 01:11:52,Delivered
4228,393,31,3,2024-06-10 03:04:46,2024-06-14 03:04:46,Delivered
4229,201,66,3,2024-01-23 18:14:14,2024-01-30 18:14:14,Delivered
4230,74,26,2,2024-08-20 00:12:19,2024-08-22 00:12:19,Delivered
4231,150,54,2,2024-10-09 05:26:29,,Cancelled
4232,152,11,2,2024-05-22 18:28:34,2024-05-26 18:28:34,Delivered
4233,27,59,2,2024-06-30 18:55:49,2024-07-05 18:55:49,Delivered
4234,39,52,2,2024-09-23 04:26:52,2024-09-29 04:26:52,Delivered
4235,245,64,4,2024-04-22 05:51:55,2024-04-25 05:51:55,Delivered
4236,63,70,4,2024-05-06 05:45:46,2024-05-08 05:45:46,Delivered
4237,378,23,2,2024-02-22 19:07:34,2024-02-25 19:07:34,Delivered
4238,462,39,2,2024-07-31 16:35:16,2024-08-03 16:35:16,Delivered
4239,155,13,4,2024-05-30 05:25:12,2024-06-05 05:25:12,Delivered
4240,377,72,4,2024-03-15 05:20:33,2024-03-20 05:20:33,Delivered
4241,144,73,5,2024-07-13 13:56:06,2024-07-19 13:56:06,Delivered
4242,193,25,2,2024-02-16 16:50:57,2024-02-22 16:50:57,Delivered
4243,63,48,5,2024-07-01 20:13:35,2024-07-03 20:13:35,Delivered
4244,458,61,4,2024-01-31 15:31:39,,Cancelled
4245,393,62,2,2024-02-13 20:19:30,2024-02-15 20:19:30,Delivered
4246,234,51,5,2024-03-26 10:21:27,2024-03-30 10:21:27,Delivered
4247,124,64,1,2024-06-10 20:11:59,2024-06-17 20:11:59,Delivered
4248,68,60,3,2024-02-06 13:20:22,2024-02-09 13:20:22,Delivered
4249,355,78,2,2024-10-06 06:56:00,,Cancelled
4250,442,14,3,2024-01-03 02:22:25,2024-01-07 02:22:25,Delivered
4251,81,68,3,2024-03-02 18:55:19,2024-03-07 18:55:19,Delivered
4252,362,54,3,2024-04-06 06:00:06,2024-04-13 06:00:06,Delivered
4253,206,9,5,2024-08-26 23:15:42,2024-09-01 23:15:42,Delivered
4254,63,21,5,2024-02-02 12:54:20,,Cancelled
4255,390,12,5,2024-01-09 02:39:43,,Cancelled
4256,424,9,3,2024-01-11 05:39:34,2024-01-13 05:39:34,Delivered
4257,33,11,2,2024-11-02 15:07:47,2024-11-05 15:07:47,Delivered
4258,168,32,4,2024-01-06 12:42:46,2024-01-13 12:42:46,Delivered
4259,104,4,4,2024-01-26 15:16:31,2024-01-28 15:16:31,Delivered
4260,294,20,3,2024-01-31 09:57:35,,Cancelled
4261,85,31,5,2024-06-14 19:18:35,,Cancelled
4262,35,62,5,2024-03-12 23:56:03,2024-03-19 23:56:03,Delivered
4263,21,52,2,2024-06-18 07:13:00,2024-06-22 07:13:00,Delivered
4264,426,49,4,2024-04-06 02:16:37,,Cancelled
4265,381,47,5,2024-01-19 22:07:18,2024-01-25 22:07:18,Delivered
4266,164,11,5,2024-04-22 07:51:47,,Cancelled
4267,421,75,1,2024-06-16 18:32:08,2024-06-18 18:32:08,Delivered
4268,202,17,5,2024-02-03 01:19:58,2024-02-08 01:19:58,Delivered
4269,25,22,5,2024-01-24 14:54:01,2024-01-30 14:54:01,Delivered
4270,13,24,1,2024-08-20 16:06:54,,Cancelled
4271,113,9,5,2024-09-03 18:52:24,2024-09-05 18:52:24,Delivered
4272,429,31,2,2024-01-27 10:44:46,,Cancelled
4273,96,25,1,2024-02-05 03:11:54,2024-02-08 03:11:54,Delivered
4274,27,40,1,2024-04-24 23:10:29,2024-04-26 23:10:29,Delivered
4275,341,62,2,2024-09-19 11:01:52,2024-09-26 11:01:52,Delivered
4276,56,70,4,2024-10-28 18:42:30,2024-11-03 18:42:30,Delivered
4277,165,70,2,2024-07-09 14:20:33,2024-07-11 14:20:33,Delivered
4278,176,16,3,2024-10-27 08:16:09,,Cancelled
4279,129,29,4,2024-06-08 10:38:07,2024-06-12 10:38:07,Delivered
4280,411,46,5,2024-06-19 00:22:44,2024-06-21 00:22:44,Delivered
4281,204,15,5,2024-05-30 08:02:40,2024-06-05 08:02:40,Delivered
4282,344,70,4,2024-09-02 22:19:26,2024-09-06 22:19:26,Delivered
4283,98,7,2,2024-03-10 17:51:03,,Cancelled
4284,16,46,4,2024-01-28 17:13:34,2024-02-04 17:13:34,Delivered
4285,344,18,4,2024-01-15 21:29:38,2024-01-20 21:29:38,Delivered
4286,7,54,5,2024-08-11 14:07:28,2024-08-14 14:07:28,Delivered
4287,113,2,5,2024-03-13 21:46:25,2024-03-16 21:46:25,Delivered
4288,136,36,5,2024-03-31 04:32:44,2024-04-05 04:32:44,Delivered
4289,117,66,1,2024-10-09 05:28:09,,Cancelled
4290,63,24,4,2024-08-06 07:09:41,2024-08-11 07:09:41,Delivered
4291,160,45,5,2024-01-04 16:40:30,2024-01-10 16:40:30,Delivered
4292,262,48,4,2024-05-02 21:35:22,,Cancelled
4293,30,37,3,2024-02-27 14:28:40,2024-02-29 14:28:40,Delivered
4294,205,75,2,2024-06-01 12:51:31,2024-06-07 12:51:31,Delivered
4295,327,7,2,2024-09-20 20:30:58,,Cancelled
4296,386,21,1,2024-01-17 16:34:31,2024-01-22 16:34:31,Delivered
4297,142,58,2,2024-06-28 13:07:20,2024-07-05 13:07:20,Delivered
4298,259,56,5,2024-01-02 09:53:07,2024-01-09 09:53:07,Delivered
4299,109,22,3,2024-09-19 19:10:54,,Cancelled
4300,427,73,1,2024-05-27 09:32:44,2024-06-01 09:32:44,Delivered
4301,247,33,2,2024-11-03 10:15:00,2024-11-06 10:15:00,Delivered
4302,195,25,4,2024-03-14 15:48:29,2024-03-21 15:48:29,Delivered
4303,121,75,5,2024-04-05 22:15:14,2024-04-09 22:15:14,Delivered
4304,316,41,3,2024-07-19 18:37:11,2024-07-26 18:37:11,Delivered
4305,448,32,1,2024-07-19 14:03:49,2024-07-22 14:03:49,Delivered
4306,94,76,4,2024-03-27 07:17:37,2024-03-30 07:17:37,Delivered
4307,72,37,2,2024-05-19 09:55:06,2024-05-24 09:55:06,Delivered
4308,163,48,5,2024-11-04 21:16:16,2024-11-11 21:16:16,Delivered
4309,112,74,4,2024-01-12 10:36:49,2024-01-18 10:36:49,Delivered
4310,121,19,2,2024-02-10 23:27:22,2024-02-13 23:27:22,Delivered
4311,341,65,3,2024-01-05 13:36:37,2024-01-08 13:36:37,Delivered
4312,371,47,1,2024-05-03 19:13:46,2024-05-09 19:13:46,Delivered
4313,319,61,5,2024-02-02 15:38:58,2024-02-06 15:38:58,Delivered
4314,394,50,3,2024-05-12 09:41:15,,Cancelled
4315,186,36,3,2024-08-03 03:01:46,,Cancelled
4316,330,53,5,2024-06-27 20:23:15,2024-06-30 20:23:15,Delivered
4317,422,77,2,2024-03-26 02:49:00,2024-04-01 02:49:00,Delivered
4318,14,11,4,2024-04-21 18:19:43,2024-04-27 18:19:43,Delivered
4319,398,60,2,2024-06-08 18:43:34,2024-06-10 18:43:34,Delivered
4320,28,42,3,2024-03-05 11:01:59,2024-03-10 11:01:59,Delivered
4321,301,30,5,2024-03-05 21:20:47,2024-03-12 21:20:47,Delivered
4322,157,24,5,2024-03-24 05:16:32,,Cancelled
4323,299,3,3,2024-01-10 17:16:55,2024-01-16 17:16:55,Delivered
4324,163,10,5,2024-01-24 20:10:34,2024-01-31 20:10:34,Delivered
4325,339,37,1,2024-04-26 06:18:41,2024-04-30 06:18:41,Delivered
4326,347,13,1,2024-02-29 06:28:07,2024-03-07 06:28:07,Delivered
4327,86,20,2,2024-06-19 06:18:53,2024-06-26 06:18:53,Delivered
4328,308,73,2,2024-08-20 17:26:54,2024-08-25 17:26:54,Delivered
4329,220,36,5,2024-06-16 16:34:27,2024-06-22 16:34:27,Delivered
4330,293,71,3,2024-02-13 21:07:49,2024-02-15 21:07:49,Delivered
4331,31,22,2,2024-07-23 15:37:20,2024-07-26 15:37:20,Delivered
4332,408,25,2,2024-02-01 17:01:10,2024-02-06 17:01:10,Delivered
4333,270,61,3,2024-06-12 13:25:07,2024-06-15 13:25:07,Delivered
4334,275,5,5,2024-04-12 18:58:16,,Cancelled
4335,266,32,2,2024-02-05 18:04:44,2024-02-09 18:04:44,Delivered
4336,445,43,5,2024-03-11 09:13:56,2024-03-16 09:13:56,Delivered
4337,13,58,4,2024-03-18 18:45:27,2024-03-23 18:45:27,Delivered
4338,173,54,5,2024-02-12 16:49:37,,Cancelled
4339,166,37,2,2024-02-24 00:46:42,2024-02-27 00:46:42,Delivered
4340,431,1,5,2024-05-25 18:56:48,2024-05-27 18:56:48,Delivered
4341,70,17,2,2024-05-07 02:01:26,,Cancelled
4342,207,20,5,2024-05-24 17:48:15,,Cancelled
4343,378,41,4,2024-06-15 14:50:05,,Cancelled
4344,203,27,1,2024-08-11 06:45:03,2024-08-17 06:45:03,Delivered
4345,215,39,3,2024-07-06 23:54:00,2024-07-12 23:54:00,Delivered
4346,91,43,2,2024-04-06 16:43:31,2024-04-13 16:43:31,Delivered
4347,313,58,1,2024-05-16 08:13:25,2024-05-18 08:13:25,Delivered
4348,43,68,5,2024-06-27 06:39:15,2024-06-30 06:39:15,Delivered
4349,217,35,1,2024-08-08 13:43:03,,Cancelled
4350,315,4,1,2024-09-24 07:27:29,,Cancelled
4351,112,15,2,2024-02-28 11:37:17,,Cancelled
4352,418,29,4,2024-06-27 01:02:03,,Cancelled
4353,299,65,2,2024-06-20 11:56:20,2024-06-23 11:56:20,Delivered
4354,324,39,5,2024-09-16 05:25:08,2024-09-23 05:25:08,Delivered
4355,333,22,3,2024-08-17 19:14:44,2024-08-23 19:14:44,Delivered
4356,340,7,2,2024-01-30 11:22:41,2024-02-04 11:22:41,Delivered
4357,220,37,2,2024-03-27 19:13:08,2024-03-31 19:13:08,Delivered
4358,178,35,1,2024-03-22 09:30:43,2024-03-26 09:30:43,Delivered
4359,273,20,2,2024-06-30 23:01:09,,Cancelled
4360,415,73,3,2024-04-27 14:29:29,2024-05-02 14:29:29,Delivered
4361,321,41,1,2024-07-27 13:05:34,2024-07-31 13:05:34,Delivered
4362,411,34,2,2024-01-14 20:14:47,2024-01-18 20:14:47,Delivered
4363,267,19,1,2024-02-23 00:19:12,2024-02-26 00:19:12,Delivered
4364,83,19,2,2024-03-06 16:23:42,2024-03-10 16:23:42,Delivered
4365,189,30,3,2024-04-05 19:15:40,2024-04-10 19:15:40,Delivered
4366,82,76,1,2024-02-14 02:57:24,2024-02-16 02:57:24,Delivered
4367,284,1,1,2024-09-04 04:40:25,2024-09-09 04:40:25,Delivered
4368,328,49,2,2024-09-19 20:56:15,,Cancelled
4369,353,74,1,2024-08-31 03:35:42,2024-09-02 03:35:42,Delivered
4370,271,51,2,2024-06-13 17:17:45,2024-06-17 17:17:45,Delivered
4371,452,3,1,2024-05-09 21:47:47,,Cancelled
4372,5,36,1,2024-01-30 14:32:35,2024-02-05 14:32:35,Delivered
4373,149,63,2,2024-05-13 20:52:50,,Cancelled
4374,410,20,4,2024-03-16 18:21:33,2024-03-18 18:21:33,Delivered
4375,289,39,3,2024-03-13 15:12:11,,Cancelled
4376,407,37,3,2024-05-17 11:06:34,2024-05-23 11:06:34,Delivered
4377,167,44,3,2024-02-01 05:42:44,2024-02-08 05:42:44,Delivered
4378,316,6,2,2024-01-17 23:55:16,,Cancelled
4379,41,29,5,2024-10-30 18:38:57,,Cancelled
4380,422,8,3,2024-03-04 02:19:16,2024-03-07 02:19:16,Delivered
4381,2,62,2,2024-06-08 23:09:13,2024-06-14 23:09:13,Delivered
4382,383,69,2,2024-10-13 21:50:35,2024-10-19 21:50:35,Delivered
4383,413,66,4,2024-10-13 11:11:59,,Cancelled
4384,55,15,4,2024-10-15 18:26:49,,Cancelled
4385,369,49,3,2024-10-28 20:02:12,2024-11-04 20:02:12,Delivered
4386,92,50,2,2024-01-28 20:11:14,2024-02-04 20:11:14,Delivered
4387,285,79,3,2024-09-25 22:12:03,,Cancelled
4388,391,68,4,2024-04-12 13:53:34,2024-04-17 13:53:34,Delivered
4389,309,64,4,2024-07-26 21:31:20,,Cancelled
4390,92,49,4,2024-04-16 00:22:50,2024-04-18 00:22:50,Delivered
4391,352,79,3,2024-05-05 05:27:24,,Cancelled
4392,94,77,2,2024-04-05 00:44:24,2024-04-10 00:44:24,Delivered
4393,186,33,4,2024-01-16 13:36:02,,Cancelled
4394,225,76,2,2024-07-12 18:42:11,,Cancelled
4395,433,13,5,2024-04-01 18:46:56,2024-04-04 18:46:56,Delivered
4396,232,47,2,2024-04-03 23:34:26,2024-04-10 23:34:26,Delivered
4397,322,59,5,2024-08-23 23:40:52,2024-08-26 23:40:52,Delivered
4398,209,46,3,2024-08-11 04:31:04,2024-08-13 04:31:04,Delivered
4399,337,41,3,2024-05-27 16:31:48,2024-06-03 16:31:48,Delivered
4400,446,64,5,2024-02-08 01:43:22,,Cancelled
4401,160,51,3,2024-04-02 23:02:41,2024-04-07 23:02:41,Delivered
4402,460,16,1,2024-03-09 03:47:10,,Cancelled
4403,223,6,1,2024-06-06 16:35:52,2024-06-09 16:35:52,Delivered
4404,400,37,2,2024-02-13 11:06:57,2024-02-18 11:06:57,Delivered
4405,377,60,2,2024-04-13 10:27:20,2024-04-18 10:27:20,Delivered
4406,212,67,2,2024-05-24 10:37:44,2024-05-27 10:37:44,Delivered
4407,274,68,3,2024-05-21 01:17:54,,Cancelled
4408,67,75,4,2024-07-02 04:25:29,,Cancelled
4409,92,62,3,2024-08-07 17:48:51,2024-08-09 17:48:51,Delivered
4410,267,19,2,2024-10-23 21:36:32,2024-10-27 21:36:32,Delivered
4411,66,68,3,2024-08-23 08:06:22,2024-08-26 08:06:22,Delivered
4412,442,8,5,2024-09-22 06:58:36,,Cancelled
4413,46,58,5,2024-09-11 10:42:09,,Cancelled
4414,315,6,1,2024-05-24 13:03:47,2024-05-31 13:03:47,Delivered
4415,294,26,5,2024-06-30 03:44:35,2024-07-06 03:44:35,Delivered
4416,220,68,3,2024-08-10 12:28:28,2024-08-16 12:28:28,Delivered
4417,197,67,4,2024-01-26 10:02:45,2024-02-01 10:02:45,Delivered
4418,233,56,2,2024-07-24 06:25:49,,Cancelled
4419,7,37,4,2024-06-08 04:26:08,2024-06-14 04:26:08,Delivered
4420,109,25,2,2024-06-15 11:50:44,2024-06-18 11:50:44,Delivered
4421,419,15,3,2024-09-04 16:55:33,2024-09-11 16:55:33,Delivered
4422,299,39,5,2024-05-18 16:27:21,2024-05-21 16:27:21,Delivered
4423,31,1,3,2024-05-11 23:44:10,2024-05-13 23:44:10,Delivered
4424,406,44,2,2024-02-18 17:53:33,2024-02-25 17:53:33,Delivered
4425,310,9,1,2024-05-01 22:23:09,,Cancelled
4426,423,39,3,2024-06-06 05:37:05,2024-06-10 05:37:05,Delivered
4427,165,30,2,2024-03-13 12:45:34,2024-03-19 12:45:34,Delivered
4428,240,5,3,2024-10-25 04:49:44,2024-10-31 04:49:44,Delivered
4429,327,17,2,2024-08-03 01:32:37,,Cancelled
4430,280,33,1,2024-10-23 05:37:03,,Cancelled
4431,235,13,2,2024-02-29 16:46:00,2024-03-06 16:46:00,Delivered
4432,396,23,4,2024-04-09 00:54:48,2024-04-14 00:54:48,Delivered
4433,448,56,5,2024-09-14 18:09:31,,Cancelled
4434,300,39,3,2024-07-09 02:34:49,2024-07-13 02:34:49,Delivered
4435,135,21,1,2024-07-22 21:30:55,,Cancelled
4436,456,37,4,2024-02-26 06:02:56,2024-03-03 06:02:56,Delivered
4437,441,65,1,2024-08-02 22:16:21,2024-08-04 22:16:21,Delivered
4438,133,67,3,2024-03-10 19:03:01,,Cancelled
4439,187,78,2,2024-01-17 11:32:32,2024-01-22 11:32:32,Delivered
4440,179,29,1,2024-04-19 12:42:58,2024-04-26 12:42:58,Delivered
4441,161,57,5,2024-06-16 16:25:50,2024-06-20 16:25:50,Delivered
4442,398,36,3,2024-09-13 19:20:00,2024-09-16 19:20:00,Delivered
4443,228,79,2,2024-01-17 16:21:48,2024-01-22 16:21:48,Delivered
4444,313,72,4,2024-09-08 07:08:10,,Cancelled
4445,230,70,1,2024-09-08 10:17:13,,Cancelled
4446,265,59,4,2024-07-27 20:28:57,2024-07-29 20:28:57,Delivered
4447,198,32,1,2024-08-08 11:40:50,2024-08-15 11:40:50,Delivered
4448,111,22,4,2024-10-30 05:46:33,2024-11-04 05:46:33,Delivered
4449,240,80,4,2024-03-27 03:19:48,,Cancelled
4450,187,15,2,2024-07-15 14:19:51,2024-07-21 14:19:51,Delivered
4451,261,1,4,2024-06-04 07:47:54,2024-06-10 07:47:54,Delivered
4452,262,3,3,2024-10-23 01:42:12,2024-10-27 01:42:12,Delivered
4453,146,27,1,2024-04-01 04:41:00,2024-04-04 04:41:00,Delivered
4454,301,79,5,2024-05-13 07:19:55,2024-05-19 07:19:55,Delivered
4455,426,39,3,2024-01-09 11:35:05,2024-01-15 11:35:05,Delivered
4456,83,52,3,2024-02-08 10:30:47,2024-02-12 10:30:47,Delivered
4457,129,45,1,2024-09-12 10:11:28,,Cancelled
4458,234,79,4,2024-04-27 11:43:52,2024-05-04 11:43:52,Delivered
4459,457,6,5,2024-09-20 07:04:24,2024-09-27 07:04:24,Delivered
4460,350,53,4,2024-07-31 13:50:49,,Cancelled
4461,396,77,2,2024-07-18 23:09:06,,Cancelled
4462,182,40,4,2024-05-04 23:21:16,,Cancelled
4463,171,7,3,2024-10-07 09:35:50,2024-10-09 09:35:50,Delivered
4464,48,32,2,2024-02-22 02:18:42,2024-02-29 02:18:42,Delivered
4465,157,39,5,2024-01-12 11:46:00,,Cancelled
4466,427,52,1,2024-03-15 15:50:13,2024-03-22 15:50:13,Delivered
4467,368,54,1,2024-01-12 21:55:44,2024-01-15 21:55:44,Delivered
4468,372,1,1,2024-06-18 07:33:40,2024-06-20 07:33:40,Delivered
4469,82,72,1,2024-09-05 13:18:24,,Cancelled
4470,425,41,2,2024-10-20 12:06:17,,Cancelled
4471,370,3,3,2024-09-22 12:10:19,2024-09-25 12:10:19,Delivered
4472,200,43,2,2024-05-09 04:31:32,2024-05-16 04:31:32,Delivered
4473,72,48,1,2024-01-09 19:26:36,2024-01-15 19:26:36,Delivered
4474,228,16,3,2024-03-16 04:29:11,2024-03-21 04:29:11,Delivered
4475,448,3,5,2024-08-08 21:20:27,,Cancelled
4476,129,5,2,2024-06-24 01:40:35,2024-06-27 01:40:35,Delivered
4477,101,32,5,2024-08-10 18:29:42,,Cancelled
4478,259,42,4,2024-07-20 03:58:54,2024-07-24 03:58:54,Delivered
4479,340,61,5,2024-07-26 02:14:53,2024-07-30 02:14:53,Delivered
4480,456,18,1,2024-08-21 10:12:03,2024-08-28 10:12:03,Delivered
4481,457,36,1,2024-05-05 18:36:21,,Cancelled
4482,447,31,4,2024-03-26 11:53:33,2024-03-31 11:53:33,Delivered
4483,314,20,3,2024-08-13 23:07:24,,Cancelled
4484,402,8,4,2024-01-07 23:46:45,2024-01-14 23:46:45,Delivered
4485,196,2,2,2024-06-03 20:10:13,,Cancelled
4486,19,27,1,2024-01-06 02:15:23,2024-01-09 02:15:23,Delivered
4487,125,41,5,2024-08-15 04:48:34,2024-08-19 04:48:34,Delivered
4488,173,78,5,2024-01-02 16:36:27,2024-01-08 16:36:27,Delivered
4489,35,53,4,2024-07-23 14:43:17,2024-07-26 14:43:17,Delivered
4490,354,13,4,2024-01-22 08:57:13,2024-01-29 08:57:13,Delivered
4491,177,72,4,2024-04-09 10:08:18,2024-04-14 10:08:18,Delivered
4492,260,33,3,2024-10-21 03:50:42,,Cancelled
4493,127,44,2,2024-01-28 18:02:41,2024-02-03 18:02:41,Delivered
4494,196,66,4,2024-03-11 23:01:32,2024-03-18 23:01:32,Delivered
4495,355,70,5,2024-07-25 00:42:42,,Cancelled
4496,406,8,1,2024-05-26 19:57:58,2024-06-01 19:57:58,Delivered
4497,318,10,1,2024-10-30 15:01:23,2024-11-05 15:01:23,Delivered
4498,132,31,3,2024-10-03 17:09:01,,Cancelled
4499,61,12,3,2024-08-17 16:14:30,2024-08-19 16:14:30,Delivered
4500,151,56,5,2024-05-13 22:59:30,2024-05-20 22:59:30,Delivered
4501,345,74,5,2024-06-16 09:59:18,2024-06-18 09:59:18,Delivered
4502,293,3,4,2024-07-03 16:46:13,2024-07-08 16:46:13,Delivered
4503,256,48,5,2024-05-02 19:11:44,,Cancelled
4504,291,25,3,2024-07-11 07:32:03,,Cancelled
4505,290,20,1,2024-01-25 17:41:52,2024-02-01 17:41:52,Delivered
4506,47,65,5,2024-01-21 01:40:43,2024-01-28 01:40:43,Delivered
4507,135,20,3,2024-11-01 16:43:40,,Cancelled
4508,366,25,5,2024-05-27 19:28:18,,Cancelled
4509,242,63,2,2024-03-17 22:10:45,,Cancelled
4510,299,69,5,2024-04-04 13:02:14,2024-04-08 13:02:14,Delivered
4511,185,18,1,2024-09-11 21:19:10,,Cancelled
4512,346,59,4,2024-06-27 13:04:56,,Cancelled
4513,429,76,5,2024-10-18 06:25:47,2024-10-23 06:25:47,Delivered
4514,10,34,4,2024-08-24 07:30:21,2024-08-27 07:30:21,Delivered
4515,22,64,2,2024-07-17 06:48:34,2024-07-20 06:48:34,Delivered
4516,256,45,2,2024-01-28 10:48:23,2024-02-03 10:48:23,Delivered
4517,216,27,2,2024-05-05 11:14:36,,Cancelled
4518,330,56,2,2024-08-23 14:10:39,2024-08-28 14:10:39,Delivered
4519,190,76,3,2024-10-10 13:48:28,2024-10-15 13:48:28,Delivered
4520,57,1,1,2024-06-23 21:54:13,2024-06-25 21:54:13,Delivered
4521,117,80,5,2024-03-17 03:28:03,2024-03-23 03:28:03,Delivered
4522,130,56,3,2024-02-02 07:41:01,,Cancelled
4523,123,45,3,2024-01-12 21:01:01,,Cancelled
4524,287,33,5,2024-03-07 01:40:33,,Cancelled
4525,243,70,3,2024-09-13 20:30:07,2024-09-18 20:30:07,Delivered
4526,195,45,2,2024-05-14 06:37:27,,Cancelled
4527,388,74,4,2024-05-30 20:40:08,2024-06-04 20:40:08,Delivered
4528,238,76,1,2024-02-28 17:43:40,,Cancelled
4529,32,65,3,2024-09-15 02:29:57,2024-09-18 02:29:57,Delivered
4530,241,8,3,2024-10-09 01:32:19,,Cancelled
4531,269,50,3,2024-03-17 23:00:28,,Cancelled
4532,313,26,4,2024-04-19 20:06:39,,Cancelled
4533,9,74,5,2024-01-09 18:04:07,2024-01-14 18:04:07,Delivered
4534,140,54,1,2024-10-20 11:19:32,2024-10-22 11:19:32,Delivered
4535,249,42,2,2024-04-09 21:47:25,2024-04-16 21:47:25,Delivered
4536,222,46,3,2024-11-04 13:47:34,2024-11-07 13:47:34,Delivered
4537,97,52,4,2024-05-18 22:40:30,2024-05-23 22:40:30,Delivered
4538,145,61,5,2024-09-05 19:03:21,2024-09-11 19:03:21,Delivered
4539,357,68,3,2024-03-20 12:54:16,,Cancelled
4540,256,70,5,2024-07-26 17:45:52,2024-07-30 17:45:52,Delivered
4541,267,56,1,2024-09-01 06:00:46,2024-09-08 06:00:46,Delivered
4542,110,57,5,2024-09-17 07:26:02,2024-09-21 07:26:02,Delivered
4543,304,72,4,2024-07-25 06:25:51,2024-07-31 06:25:51,Delivered
4544,73,31,5,2024-09-22 08:43:50,,Cancelled
4545,18,55,5,2024-06-10 17:25:25,,Cancelled
4546,192,40,4,2024-08-24 09:23:17,2024-08-28 09:23:17,Delivered
4547,39,26,3,2024-06-30 03:38:15,2024-07-04 03:38:15,Delivered
4548,381,78,4,2024-08-17 14:48:48,,Cancelled
4549,228,17,1,2024-04-02 08:19:10,2024-04-09 08:19:10,Delivered
4550,46,78,1,2024-03-13 01:14:40,,Cancelled
4551,206,57,4,2024-06-09 05:08:59,,Cancelled
4552,88,58,5,2024-07-22 20:39:18,2024-07-27 20:39:18,Delivered
4553,444,75,2,2024-05-12 03:49:00,2024-05-17 03:49:00,Delivered
4554,237,50,2,2024-05-01 06:03:10,2024-05-04 06:03:10,Delivered
4555,56,32,5,2024-08-02 21:28:18,,Cancelled
4556,265,52,4,2024-05-21 04:40:02,2024-05-24 04:40:02,Delivered
4557,371,69,3,2024-08-09 02:00:34,2024-08-12 02:00:34,Delivered
4558,183,50,3,2024-08-16 22:38:58,,Cancelled
4559,57,79,1,2024-04-16 22:53:56,2024-04-23 22:53:56,Delivered
4560,458,42,5,2024-05-18 03:38:13,2024-05-21 03:38:13,Delivered
4561,437,14,3,2024-05-23 15:20:11,,Cancelled
4562,246,5,4,2024-05-18 09:53:37,2024-05-23 09:53:37,Delivered
4563,306,11,4,2024-02-11 10:55:11,,Cancelled
4564,325,11,2,2024-05-24 17:00:53,,Cancelled
4565,271,2,3,2024-03-05 23:10:13,2024-03-07 23:10:13,Delivered
4566,221,19,1,2024-10-19 11:08:45,2024-10-22 11:08:45,Delivered
4567,302,75,1,2024-10-07 13:30:48,,Cancelled
4568,118,65,1,2024-01-21 06:41:46,2024-01-27 06:41:46,Delivered
4569,330,33,2,2024-01-29 11:16:46,,Cancelled
4570,220,74,2,2024-04-30 12:32:24,,Cancelled
4571,47,79,5,2024-08-13 20:54:31,2024-08-19 20:54:31,Delivered
4572,78,39,5,2024-07-19 12:16:43,2024-07-25 12:16:43,Delivered
4573,127,54,4,2024-09-30 06:42:48,,Cancelled
4574,423,25,3,2024-09-09 19:35:43,,Cancelled
4575,304,50,4,2024-02-03 02:42:51,2024-02-05 02:42:51,Delivered
4576,33,48,2,2024-05-12 03:56:55,2024-05-14 03:56:55,Delivered
4577,458,54,1,2024-07-16 07:21:39,2024-07-23 07:21:39,Delivered
4578,383,67,5,2024-04-01 07:48:48,,Cancelled
4579,250,19,5,2024-01-21 16:27:08,,Cancelled
4580,103,18,5,2024-09-13 19:37:00,,Cancelled
4581,191,51,2,2024-02-17 03:48:19,,Cancelled
4582,218,44,4,2024-09-07 05:44:47,2024-09-11 05:44:47,Delivered
4583,166,6,3,2024-01-19 05:15:58,,Cancelled
4584,158,39,3,2024-06-08 16:41:53,,Cancelled
4585,161,50,3,2024-02-01 10:44:52,2024-02-04 10:44:52,Delivered
4586,250,68,5,2024-01-02 09:51:45,,Cancelled
4587,208,44,3,2024-01-31 13:48:16,2024-02-07 13:48:16,Delivered
